superkingdom,kingdom,phylum,subphylum,class,order,family,genus,species,Taxa,Conservation significance,2018_GR_S01,2018_GR_S02,2018_GR_S03,2018_GR_S04,2018_GR_S05,2018_GR_S06,2018_GR_S07,2018_GR_S08,2018_GR_S09,2018_GR_S10,2018_SC_S01,2018_SC_S02,2018_SC_S03,2018_SC_S04,2018_SC_S05,2018_SC_S06,2018_SC_S07,2018_SC_S08,2018_SC_S09,2018_SC_S10,2018_SH_S01,2018_SH_S02,2018_SH_S03,2018_SH_S04,2018_SH_S05,2018_SH_S06,2018_SH_S07,2018_SH_S08,2018_SH_S09,2018_SH_S10,2018_HAR_S01,2018_HAR_S02,2018_HAR_S03,2018_HAR_S04,2020_GR_S01,2020_GR_S02,2020_GR_S03,2020_GR_S04,2020_GR_S05,2020_GR_S06,2020_GR_S07,2020_GR_S08,2020_GR_S09,2020_GR_S10,2020_SC_S01,2020_SC_S02,2020_SC_S03,2020_SC_S04,2020_SC_S05,2020_SC_S06,2020_SC_S07,2020_SC_S08,2020_SC_S09,2020_SC_S10,2020_SH_S01,2020_SH_S02,2020_SH_S03,2020_SH_S04,2020_SH_S05,2020_SH_S06,2020_SH_S07,2020_SH_S08,2020_SH_S09,2020_SH_S10,2020_HAR_S01,2020_HAR_S02,2020_HAR_S03,2020_HAR_S04
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,-,-,-,-,Actinopteri_class,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,Myliobatiformes,Myliobatidae,Aetobatus,-,Aetobatus,NA,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes_djedaba,Alepes_djedaba,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes_kleinii,Alepes_kleinii,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,-,Ambassidae,Ambassis,Ambassis_agassizii,Ambassis_agassizii,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla_reinhardtii,Anguilla_reinhardtii,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Clupeiformes,Clupeidae,Anodontostoma,-,Anodontostoma,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Clupeiformes,Clupeidae,Anodontostoma,Anodontostoma_chacunda,Anodontostoma_chacunda,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Siluriformes,Ariidae,-,-,Ariidae_family,NA,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,Arothron_manilensis,Arothron_manilensis,NA,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,Arothron_reticularis,Arothron_reticularis,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Atheriniformes,Atherinidae,-,-,Atherinidae_family,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Atheriniformes,-,-,-,Atheriniformes_order,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Aulopiformes,-,-,-,Aulopiformes_order,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Beloniformes,Belonidae,-,-,Belonidae_family,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Beloniformes,-,-,-,Beloniformes_family,NA,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Blenniiformes,-,-,-,Blenniiformes_order,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,Eleotridae,Bostrychus,Bostrychus_sinensis,Bostrychus_sinensis,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,Myliobatiformes,Dasyatidae,Brevitrygon,-,Brevitrygon,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,Eleotridae,Butis,Butis_amboinensis,Butis_amboinensis,NA,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx_ignobilis_Hawaiian_Islands,Caranx_ignobilis_Hawaiian_Islands,NA,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx_sexfasciatus,Caranx_sexfasciatus,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,-,-,Carcharhinidae_family,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus_leucas,Carcharhinus_leucas,Vulnerable - IUCN ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Chaetodontiformes,-,-,-,Chaetodontiformes_order,NA,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos_chanos,Chanos_chanos,NA,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Tetraodontiformes,Tetraodontidae,Chelonodontops,-,Chelonodontops,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Labriformes,Labridae,Choerodon,-,Choerodon,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,-,-,-,-,Chondrichthyes_class,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Clupeiformes,Clupeidae,-,-,Clupeidae_family,NA,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Clupeiformes,-,-,-,Clupeiformes_order,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,-,Craterocephalus,Protected in Queensland - C fluviatilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Mugiliformes,Mugilidae,Crenimugil,-,Crenimugil,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,Gobiidae,Cryptocentroides,Cryptocentroides_gobioides,Cryptocentroides_gobioides,NA,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Cypriniformes,-,-,-,Cypriniformes_family,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,Myliobatiformes,Dasyatidae,-,-,Dasyatidae_family,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Ephippiformes,Drepaneidae,Drepane,-,Drepane,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Ephippiformes,Drepaneidae,Drepane,Drepane_punctata,Drepane_punctata,NA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Ephippiformes,Drepaneidae,-,-,Drepaneidae_family,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Carangiformes,Echeneidae,Echeneis,Echeneis_naucrates,Echeneis_naucrates,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,Eleotridae,-,-,Eleotridae,NA,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,-,Polynemidae,Eleutheronema,Eleutheronema_tetradactylum,Eleutheronema_tetradactylum,Endangered (Persian Gulf) - IUCN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Mugiliformes,Mugilidae,Ellochelon,-,Ellochelon,NA,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Mugiliformes,Mugilidae,Ellochelon,Ellochelon_vaigiensis,Ellochelon_vaigiensis,NA,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Elopiformes,-,-,-,Elopiformes_order,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Elopiformes,Elopidae,Elops,-,Elops,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Elopiformes,Elopidae,Elops,Elops_machnata,Elops_machnata,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Ephippiformes,-,-,-,Ephippiformes_order,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Perciformes,Serranidae,Epinephelus,-,Epinephelus,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus_coioides,Epinephelus_coioides,NA,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus_fuscoguttatus,Epinephelus_fuscoguttatus,Vulnerable - IUCN ,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus_lanceolatus,Epinephelus_lanceolatus,Protected in Queensland,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Clupeiformes,Clupeidae,Escualosa,-,Escualosa,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Scombriformes,Scombridae,Euthynnus,Euthynnus_affinis,Euthynnus_affinis,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,Gobiidae,Exyrias,-,Exyrias,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,-,Gambusia,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_holbrooki,Gambusia_holbrooki,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gerreiformes,Gerreidae,-,-,Gerreidae_family,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gerreiformes,-,-,-,Gerreiformes_order,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gerreiformes,Gerreidae,Gerres,-,Gerres,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gerreiformes,Gerreidae,Gerres,Gerres_filamentosus,Gerres_filamentosus,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0
Eukaryota,Metazoa,Chordata,Craniata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhinobatidae,Glaucostegus,Glaucostegus_typus,Glaucostegus_typus,Critically Endangered - IUCN,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Kurtiformes,Apogonidae,Glossamia,Glossamia_aprion,Glossamia_aprion,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,Gobiidae,-,-,Gobiidae_family,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1
Eukaryota,Metazoa,Chordata,Craniata,Actinopteri,Gobiiformes,-,-,-,Gobiiformes_order,NA,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1
